,City Name,City ID,Temperature (F),Humidity (%),Cloudiness (%),Wind (mph),Latitude,Longitude
365,Zavyalovo,1505506,5.0,78,0,5.0,54.5053,82.4484
366,Maceió,3395981,73.4,100,75,1.03,-9.6658,-35.7353
367,Ochamchira,612652,44.96000000000008,82,100,1.32,42.7121,41.4721
368,Esterhazy,5949563,19.4,86,100,3.09,50.65,-102.0843
369,Sulangan,1685422,79.41200000000006,79,90,13.07,11.1373,123.7228
370,Sémbé,2255304,74.01200000000006,85,100,1.09,1.6481,14.5806
371,Guadalupe Victoria,3979505,54.82400000000001,54,40,1.54,32.2869,-115.105
372,Dourbali,2433055,65.75,24,4,5.58,11.8091,15.8632
373,Vilcún,3868210,55.4,94,0,2.06,-38.65,-72.2333
374,Zaraza,3625066,74.46200000000006,76,60,3.94,9.3503,-65.3245
375,Kisangani,212730,69.94400000000007,93,73,0.24,0.5167,25.2
376,Lompoc,5367788,42.22400000000001,93,1,1.54,34.6391,-120.4579
377,Palāsbāri,1260769,62.6,67,40,1.08,26.1361,91.5486
378,Rocha,3440777,66.92000000000006,68,94,1.12,-34.4833,-54.3333
379,Ilesha,2326168,71.816,96,81,1.31,7.1371,5.2583
380,High Rock,3572189,57.2,72,0,1.54,26.6208,-78.2833
381,Gerāsh,133595,50.0,43,75,1.72,27.6652,54.1371
382,Bunbury,2075432,77.0,42,0,1.34,-33.3333,115.6333
383,Vestmannaeyjar,3412093,35.22200000000004,82,100,3.53,63.4427,-20.2734
384,Snezhnogorsk,795243,12.2,92,75,1.0,69.1933,33.2531
385,Shigony,494531,19.43600000000007,97,57,4.04,53.3875,48.6777
386,Hambantota,1244926,80.6,89,20,4.12,6.1241,81.1185
387,Bajah,71904,63.158,45,0,0.53,13.8141,44.6301
388,Port-Gentil,2396518,80.15,82,100,6.0,-0.7193,8.7815
389,Esim,2303611,77.59400000000008,86,0,2.76,4.8699,-2.2405
390,Berlevåg,780687,24.92600000000009,95,100,7.55,70.8578,29.0864
391,Windhoek,3352136,64.99400000000007,77,86,1.77,-22.5594,17.0832
392,Sangar,2017215,-43.22199999999994,76,100,1.35,63.9242,127.4739
393,Sur,286245,67.892,42,0,3.1,22.5667,59.5289
394,Aksu,1529660,28.166000000000007,72,0,1.03,41.1231,80.2644
395,Ferrol,3123493,54.464000000000034,67,40,8.23,43.4832,-8.2369
396,Pervomayskoye,797213,37.92200000000004,88,94,2.64,43.919,46.7102
397,Andover,2657324,42.854000000000056,93,75,5.14,51.2083,-1.4825
398,Lahaina,5849996,71.00600000000003,73,40,7.72,20.8783,-156.6825
399,Saint-François,2980080,46.22000000000006,76,100,4.63,46.4154,3.9054
400,Hīrna,334700,54.91400000000003,42,0,0.33,9.2167,41.1
401,Itarema,3393692,78.44000000000003,86,98,5.26,-2.9248,-39.9167
402,Praia,3374333,73.4,53,0,7.72,14.9215,-23.5087
403,Winter Springs,4178573,51.56600000000001,76,1,2.06,28.6989,-81.3081
404,La Providencia,3991622,57.110000000000085,67,20,2.57,28.7167,-111.5833
405,Verkh-Suetka,1487214,10.976000000000091,96,100,1.42,53.3,80.05
406,Kununurra,2068110,80.6,100,75,1.54,-15.7667,128.7333
407,Talara,3691582,75.79400000000007,75,46,5.97,-4.5772,-81.2719
408,Bilibino,2126682,-24.17799999999996,80,0,2.03,68.0546,166.4372
409,Yar-Sale,1486321,-38.32599999999994,82,38,2.04,66.8333,70.8333
410,Mayumba,2399001,76.56800000000008,90,100,1.89,-3.432,10.6554
411,Bodden Town,3580733,76.316,65,40,6.69,19.2833,-81.25
412,Cabedelo,3404558,80.6,78,75,4.12,-6.9811,-34.8339
413,Xique-Xique,3444823,79.17800000000007,57,84,7.96,-10.8218,-42.7263
414,Salatiga,1629131,77.0,94,75,3.6,-7.3319,110.4928
415,Kazachinskoye,1504075,-22.88199999999997,84,99,2.42,57.6953,93.2761
416,Zyryanka,2119283,-24.501999999999974,85,100,5.27,65.75,150.85
417,Sinop Province,739598,32.75600000000003,80,30,6.26,41.7711,34.8709
418,Dalbandin,1180729,57.596000000000046,23,1,2.1,28.8947,64.4101
419,San Miguel de Cozumel,3530103,73.00400000000005,76,35,0.45,20.5083,-86.9458
420,Conde,3385077,80.6,78,75,4.12,-7.2597,-34.9075
421,Khorramshahr,127319,53.6,76,0,2.06,30.4397,48.1664
422,St. George's,3579925,77.0,78,40,5.71,12.0564,-61.7485
423,Hammelburg,2911214,43.30400000000005,81,100,3.13,50.1167,9.9
424,Santa Vitória do Palmar,3449747,67.69400000000007,94,4,0.89,-33.5189,-53.3681
425,Pecos,5528182,55.4,44,1,2.57,31.4229,-103.4932
426,Rosetta,350203,51.8,76,40,2.57,31.4044,30.4164
427,Maniitsoq,3421982,19.13000000000004,75,0,2.61,65.4167,-52.9
428,Verkhoyansk,2013465,-40.50399999999995,77,96,0.09,67.5447,133.385
429,Salaspils,455898,27.17600000000009,100,90,4.12,56.8601,24.3654
430,Palauig,1696188,80.942,53,15,0.16,15.435,119.9045
431,Comodoro Rivadavia,3860443,51.8,71,0,2.14,-45.8667,-67.5
432,College,5859699,-5.763999999999982,77,40,1.54,64.8569,-147.8028
433,Ocampo,3994535,55.004000000000055,44,100,1.15,21.65,-101.5
434,Swan River,6160362,14.0,85,100,1.03,52.1058,-101.2676
435,San Ignacio,3581194,70.88000000000004,94,90,1.64,17.1561,-89.0714
436,Mokhsogollokh,2019867,-38.32599999999994,79,100,0.83,61.4681,128.9203
437,Udachny,2014624,-34.311999999999955,81,100,2.31,66.4167,112.4
438,Halifax,6324729,26.47400000000001,86,100,5.14,44.6453,-63.5724
439,Mékhé,2248409,66.2,52,0,6.69,15.1097,-16.6218
440,Chaiya,1153783,84.2,74,20,2.57,9.3862,99.1986
441,Santa Comba,3109966,56.28200000000002,61,29,2.24,43.0331,-8.8093
442,Elumalai,1272053,80.6,69,20,1.54,9.8667,77.7
443,Chlórakas,146490,49.51400000000003,82,75,3.6,34.8042,32.4083
444,Karratha,6620339,92.37200000000004,47,24,4.83,-20.7377,116.8463
445,Ust-Maya,2013918,-39.90999999999998,76,99,0.4,60.4167,134.5333
446,Mokrousovo,1498511,13.064000000000032,94,75,4.08,55.8103,66.7653
447,Farafangana,1065158,78.35,85,5,2.83,-22.8167,47.8333
448,Bontang,1648186,84.29000000000002,67,65,3.41,0.1333,117.5
449,Māngrol,1263752,67.60400000000006,28,57,4.99,21.1167,70.1167
450,Kitsuki,1859234,46.4,39,40,6.17,33.4167,131.6167
451,Gualaquiza,3657661,62.72600000000009,89,55,0.72,-3.4,-78.55
452,Margate,2643044,45.518000000000086,90,100,6.99,51.3813,1.3862
453,Svetlaya,2015852,11.840000000000021,92,100,4.02,46.5389,138.3297
454,Colares,2269142,58.19000000000002,100,100,8.16,38.7992,-9.4469
455,Sabang,1214026,81.392,79,84,11.67,5.8933,95.3214
456,Griffith,4920986,28.004000000000055,69,1,3.09,41.5284,-87.4237
457,Kieta,2094027,85.38800000000005,70,69,6.33,-6.2167,155.6333
458,Nazilli,303873,44.24000000000002,68,100,2.4,37.9163,28.3223
459,Galveston,4692856,57.61400000000003,82,1,6.17,29.3669,-94.9669
460,Hay River,5972762,-21.09999999999995,69,20,1.05,60.8156,-115.7999
461,Ust'-Barguzin,2013986,-10.06599999999996,88,100,2.56,53.45,108.9833
462,Dudinka,1507116,-37.38999999999996,77,1,1.58,69.4058,86.1778
463,Kirakira,2178753,83.39000000000001,78,100,4.04,-10.4544,161.9205
464,Kindu,212902,68.57600000000009,93,91,0.83,-2.95,25.95
465,Douglas,5067114,36.35600000000003,87,90,5.14,41.3,-96.167
466,Preston,2639912,36.68000000000004,87,100,4.92,53.7667,-2.7167
467,Galle,1246294,81.14000000000001,75,8,0.41,6.0367,80.217
468,Newton,4945283,11.804000000000052,61,1,4.12,42.337,-71.2092
469,Dzerzhinsk,563708,28.202000000000076,80,40,4.0,56.2389,43.4631
470,Tual,1623197,83.516,77,56,6.82,-5.6667,132.75
471,Camacha,2270385,60.8,94,75,3.6,33.0833,-16.3333
472,Lahān,1283161,60.69199999999999,43,0,3.15,26.7296,86.4951
473,Barcelos,2742416,53.63600000000007,94,75,3.09,41.5388,-8.6151
474,Wuwei,1803936,32.504000000000055,60,81,1.58,37.9281,102.6414
475,Naze,1855540,57.2,54,75,5.14,28.3667,129.4833
476,Golfito,3623656,72.93200000000002,88,69,1.41,8.639,-83.166
477,Virden,4252060,29.282000000000018,82,100,1.79,39.5009,-89.7679
478,Kirkwood,4393739,34.754000000000055,69,75,4.12,38.5834,-90.4068
479,Kenora,5991056,15.404000000000053,79,75,6.69,49.8167,-94.4337
480,Jinchang,1805733,30.65,58,0,1.06,38.4953,102.1739
481,Hukuntsi,933726,70.75400000000005,63,66,2.98,-24.0,21.75
482,Carmaux,3028580,48.992,96,100,1.34,44.051,2.158
483,Paraná,3841956,74.66000000000008,83,2,0.89,-31.732,-60.5238
484,Taos,5493811,34.016000000000005,51,90,2.06,36.4072,-105.5731
485,Lumby,6061958,27.53600000000007,93,47,2.06,50.2498,-118.969
486,Jevargi,1269057,75.99199999999999,51,0,3.51,17.0167,76.7667
487,Cabo San Lucas,3985710,66.68600000000006,82,1,2.06,22.8909,-109.9124
488,Le Port,935616,75.63200000000002,69,75,7.2,-20.9373,55.2919
489,Yuanping,1786060,35.27600000000009,64,3,0.87,38.7153,112.7575
490,Minsk,625144,23.0,86,75,4.0,53.9,27.5667
491,Talavera de la Reina,2510693,52.93399999999999,81,99,7.92,39.9635,-4.8308
492,Pangai,4032369,82.4,78,90,3.09,-19.8,-174.35
493,Rawson,3839307,57.48800000000004,52,0,3.74,-43.3002,-65.1023
494,Cairns,2172797,87.89000000000001,62,68,8.75,-16.9167,145.7667
495,Maputo,1040652,77.342,94,75,1.03,-25.9653,32.5892
496,Ambāla,1278860,53.72600000000009,43,0,3.51,30.3783,76.7808
497,Sertânia,3387663,71.07800000000006,83,100,3.13,-8.0736,-37.2644
498,Ventspils,454310,32.0,100,90,7.2,57.3894,21.5606
499,Oudtshoorn,967106,59.0,82,0,2.57,-33.5907,22.2014
500,Sicuani,3928679,49.13600000000007,68,100,1.2,-14.2694,-71.2261
501,Oistins,3373652,78.8,69,40,6.69,13.0667,-59.5333
502,Kindia,2419533,63.68000000000004,83,0,0.98,10.0569,-12.8658
503,Awjilah,88533,53.74400000000007,70,0,4.93,29.1081,21.2869
504,Yambio,363656,74.516,25,89,1.99,4.5721,28.3955
505,Husavik,2629833,26.6,86,90,7.2,66.0449,-17.3389
506,Tura,1254046,68.64800000000002,36,0,1.54,25.5198,90.2201
507,Vilyuysk,2013392,-41.42199999999994,78,100,1.23,63.7553,121.6247
508,Manaure,3675504,76.24400000000007,74,1,4.82,11.7751,-72.4445
509,Ixtapa,4004293,71.79800000000003,88,40,1.2,20.7,-105.2
510,Innisfail,2162683,80.00600000000003,75,93,3.58,-17.5333,146.0333
511,Río Gallegos,3838859,48.2,61,40,6.69,-51.6226,-69.2181
512,Sioux Lookout,6148373,8.600000000000001,72,75,1.54,50.1001,-91.917
513,Lima,3936456,70.97000000000006,83,0,4.12,-12.0432,-77.0282
514,Kampot,1831112,81.35600000000002,57,0,4.63,10.6167,104.1833
515,Pitimbu,3391889,80.6,78,75,4.12,-7.4706,-34.8086
516,Marsh Harbour,3571913,64.68800000000005,64,78,5.53,26.5412,-77.0636
517,Brae,2654970,33.8,75,36,4.12,60.3964,-1.353
518,El Alto,3697441,74.12000000000006,77,51,5.87,-4.2714,-81.2147
519,Miranda,3674702,71.6,78,40,3.09,3.2499,-76.2281
520,Antofagasta,3899539,66.2,77,0,4.63,-23.65,-70.4
521,Vardø,777019,26.366000000000007,97,100,8.99,70.3705,31.1107
522,Faya,110690,49.92800000000007,31,0,0.39,18.3851,42.4509
523,Mersing,1732826,82.4,74,40,6.17,2.4312,103.8405
524,Great Yarmouth,2647984,38.46200000000006,87,90,5.14,52.6083,1.7305
525,Bambanglipuro,1650434,83.642,70,100,2.72,-7.95,110.2833
526,Amparafaravola,1078446,68.09000000000002,90,69,0.65,-17.5833,48.2167
527,Sitka,5557293,39.2,48,90,7.2,57.0531,-135.33
528,Woodward,4556050,50.0,57,1,7.2,36.4337,-99.3904
529,Dezful,136256,53.33000000000004,76,87,2.93,32.3811,48.4058
530,Srīvardhan,1255619,80.72600000000008,31,74,1.07,18.0333,73.0167
531,Tucumcari,5495360,48.2,53,1,6.69,35.1717,-103.725
532,Harper,2276492,77.77400000000002,87,0,2.73,4.375,-7.7169
533,Murgab,1218612,44.6,45,90,4.12,37.4966,61.9714
534,Udarnyy,826996,30.43399999999999,99,100,5.45,54.3409,42.8611
535,Resistencia,3429577,75.68600000000006,83,0,3.09,-27.4606,-58.9839
536,Novobiryusinskiy,1497142,-19.389999999999965,85,100,3.09,56.9578,97.7076
537,Plouzané,2986626,51.8,93,90,9.26,48.3833,-4.6167
538,Dillon,4576653,29.06600000000001,86,1,2.16,34.4166,-79.3712
539,Mut,304013,38.08399999999999,65,75,0.6,36.6439,33.4389
540,Salalah,286621,69.8,64,75,3.09,17.0151,54.0924
541,Mogadishu,53654,74.37200000000004,82,44,8.09,2.0371,45.3438
542,Sistranda,3139597,35.6,75,75,6.69,63.7256,8.834
543,Santa Cruz de Tenerife,2511174,60.56600000000001,48,0,4.63,28.4682,-16.2546
544,Tulum,3515040,73.00400000000005,76,9,0.45,20.2167,-87.4667
545,Maba,1801615,68.684,30,84,0.14,24.6841,113.5984
546,Bristol,4931378,13.04600000000005,61,0,1.34,41.8334,-71.1662
547,Glenwood Springs,5423092,28.85,93,90,2.57,39.5505,-107.3248
548,Ziarat,1162094,39.68600000000007,45,79,2.32,30.3823,67.7282
549,Itoman,1861280,64.36400000000003,45,20,4.63,26.1247,127.6694
550,Mucurapo,3574069,75.05600000000003,88,40,4.18,10.6667,-61.5333
551,Orocué,3673536,78.81800000000008,55,37,2.77,4.7912,-71.3354
552,George,1002145,57.2,88,0,2.57,-33.963,22.4617
